time,Input,N1_n,N1_h,N1_m,N1_v,N1_i,N1_dv,N1_refact
2223.20,0.9999999999999999,0.3715,0.3390,0.1917,-47.6297,-4.1500,0.4343,5.0000
2223.60,0.9999999999999999,0.3721,0.3380,0.1965,-47.1449,-4.1500,0.4848,5.0000
2224.00,0.9999999999999999,0.3727,0.3369,0.2019,-46.6016,-4.1500,0.5434,5.0000
2224.40,0.9999999999999999,0.3735,0.3357,0.2079,-45.9898,-4.1500,0.6117,5.0000
2224.80,0.9999999999999999,0.3743,0.3344,0.2147,-45.2978,-4.1500,0.6921,5.0000
2225.20,0.9999999999999999,0.3752,0.3329,0.2222,-44.5107,-4.1500,0.7871,5.0000
2225.60,0.9999999999999999,0.3762,0.3312,0.2307,-43.6104,-4.1500,0.9003,5.0000
2226.00,0.9999999999999999,0.3774,0.3294,0.2403,-42.5744,-4.1500,1.0360,5.0000
2226.40,0.9999999999999999,0.3786,0.3272,0.2513,-41.3744,-4.1500,1.2000,5.0000
2226.80,0.9999999999999999,0.3801,0.3248,0.2638,-39.9749,-4.1500,1.3995,5.0000
2227.20,0.9999999999999999,0.3818,0.3220,0.2782,-38.3309,-4.1500,1.6440,5.0000
2227.60,0.9999999999999999,0.3837,0.3187,0.2949,-36.3854,-4.1500,1.9455,5.0000
2228.00,0.9999999999999999,0.3860,0.3149,0.3142,-34.0660,-4.1500,2.3194,5.0000
2228.40,0.9999999999999999,0.3886,0.3104,0.3368,-31.2815,-4.1500,2.7845,5.0000
2228.80,0.9999999999999999,0.3917,0.3051,0.3633,-27.9186,-4.1500,3.3629,5.0000
2229.20,0.9999999999999999,0.3955,0.2987,0.3946,-23.8403,-4.1500,4.0783,5.0000
2229.60,0.9999999999999999,0.4001,0.2913,0.4314,-18.8899,-4.1500,4.9504,5.0000
2230.00,0.9999999999999999,0.4056,0.2828,0.4747,-12.9072,-4.1500,5.9827,5.0000
2230.40,0.9999999999999999,0.4125,0.2734,0.5252,-5.7692,-4.1500,7.1381,5.0000
2230.80,0.9999999999999999,0.4208,0.2635,0.5828,2.5255,-4.1500,8.2947,5.0000
2231.20,0.9999999999999999,0.4310,0.2534,0.6464,11.7119,-4.1500,9.1864,5.0000
2231.60,0.9999999999999999,0.4430,0.2435,0.7128,21.0887,-4.1500,9.3768,5.0000
2232.00,0.9999999999999999,0.4570,0.2338,0.7773,29.4941,-4.1500,8.4054,5.0000
2232.40,0.9999999999999999,0.4724,0.2245,0.8347,35.6992,-4.1500,6.2051,5.0000
2232.80,0.9999999999999999,0.4887,0.2156,0.8815,39.1491,-4.1500,3.4499,5.0000
2233.20,0.9999999999999999,0.5052,0.2070,0.9166,40.2969,-4.1500,1.1477,5.0000
2233.60,0.9999999999999999,0.5214,0.1987,0.9417,40.0491,-4.1500,-0.2477,5.0000
2234.00,0.9999999999999999,0.5369,0.1908,0.9592,39.0799,-4.1500,-0.9692,5.0000
2234.40,0.9999999999999999,0.5517,0.1832,0.9712,37.7086,-4.1500,-1.3713,5.0000
2234.80,0.9999999999999999,0.5658,0.1759,0.9795,36.0704,-4.1500,-1.6382,5.0000
2235.20,0.9999999999999999,0.5790,0.1689,0.9853,34.2351,-4.1500,-1.8353,5.0000
2235.60,0.9999999999999999,0.5915,0.1622,0.9893,32.2492,-4.1500,-1.9859,5.0000
2236.00,0.9999999999999999,0.6032,0.1557,0.9921,30.1482,-4.1500,-2.1010,5.0000
2236.40,0.9999999999999999,0.6141,0.1495,0.9940,27.9611,-4.1500,-2.1870,5.0000
2236.80,0.9999999999999999,0.6244,0.1436,0.9954,25.7128,-4.1500,-2.2484,5.0000
2237.20,0.9999999999999999,0.6339,0.1379,0.9964,23.4242,-4.1500,-2.2885,5.0000
2237.60,0.9999999999999999,0.6428,0.1325,0.9970,21.1137,-4.1500,-2.3106,5.0000
2238.00,0.9999999999999999,0.6511,0.1272,0.9975,18.7966,-4.1500,-2.3171,5.0000
2238.40,0.9999999999999999,0.6588,0.1222,0.9978,16.4862,-4.1500,-2.3104,5.0000
2238.80,0.9999999999999999,0.6660,0.1174,0.9979,14.1937,-4.1500,-2.2925,5.0000
2239.20,0.9999999999999999,0.6726,0.1129,0.9979,11.9283,-4.1500,-2.2654,5.0000
2239.60,0.9999999999999999,0.6787,0.1085,0.9979,9.6976,-4.1500,-2.2306,5.0000
2240.00,0.9999999999999999,0.6843,0.1043,0.9977,7.5081,-4.1500,-2.1896,5.0000
2240.40,0.9999999999999999,0.6895,0.1003,0.9974,5.3646,-4.1500,-2.1435,5.0000
2240.80,0.9999999999999999,0.6943,0.0965,0.9970,3.2713,-4.1500,-2.0933,5.0000
2241.20,0.9999999999999999,0.6987,0.0929,0.9966,1.2313,-4.1500,-2.0400,5.0000
2241.60,0.9999999999999999,0.7027,0.0894,0.9960,-0.7531,-4.1500,-1.9844,5.0000
2242.00,0.9999999999999999,0.7063,0.0862,0.9952,-2.6800,-4.1500,-1.9269,5.0000
2242.40,0.9999999999999999,0.7097,0.0831,0.9943,-4.5483,-4.1500,-1.8682,5.0000
2242.80,0.9999999999999999,0.7127,0.0802,0.9933,-6.3570,-4.1500,-1.8088,5.0000
2243.20,0.9999999999999999,0.7154,0.0774,0.9921,-8.1060,-4.1500,-1.7490,5.0000
2243.60,0.9999999999999999,0.7178,0.0748,0.9906,-9.7951,-4.1500,-1.6891,5.0000
2244.00,0.9999999999999999,0.7200,0.0724,0.9889,-11.4248,-4.1500,-1.6296,5.0000
2244.40,0.9999999999999999,0.7219,0.0701,0.9870,-12.9955,-4.1500,-1.5708,5.0000
2244.80,0.9999999999999999,0.7236,0.0680,0.9848,-14.5083,-4.1500,-1.5128,5.0000
2245.20,0.9999999999999999,0.7251,0.0660,0.9823,-15.9645,-4.1500,-1.4562,5.0000
2245.60,0.9999999999999999,0.7264,0.0642,0.9795,-17.3657,-4.1500,-1.4011,5.0000
2246.00,0.9999999999999999,0.7275,0.0625,0.9763,-18.7135,-4.1500,-1.3479,5.0000
2246.40,0.9999999999999999,0.7284,0.0609,0.9727,-20.0104,-4.1500,-1.2968,5.0000
2246.80,0.9999999999999999,0.7292,0.0595,0.9687,-21.2586,-4.1500,-1.2482,5.0000
2247.20,0.9999999999999999,0.7298,0.0582,0.9643,-22.4610,-4.1500,-1.2023,5.0000
2247.60,0.9999999999999999,0.7302,0.0570,0.9595,-23.6203,-4.1500,-1.1594,5.0000
2248.00,0.9999999999999999,0.7305,0.0560,0.9542,-24.7399,-4.1500,-1.1196,5.0000
2248.40,0.9999999999999999,0.7307,0.0550,0.9484,-25.8230,-4.1500,-1.0831,5.0000
2248.80,0.9999999999999999,0.7307,0.0542,0.9420,-26.8732,-4.1500,-1.0502,5.0000
2249.20,0.9999999999999999,0.7306,0.0534,0.9352,-27.8941,-4.1500,-1.0209,5.0000
2249.60,0.9999999999999999,0.7304,0.0528,0.9277,-28.8895,-4.1500,-0.9954,5.0000
2250.00,0.9999999999999999,0.7301,0.0522,0.9197,-29.8634,-4.1500,-0.9739,5.0000
2250.40,0.9999999999999999,0.7297,0.0518,0.9110,-30.8199,-4.1500,-0.9564,5.0000
2250.80,0.9999999999999999,0.7292,0.0514,0.9017,-31.7630,-4.1500,-0.9432,5.0000
2251.20,0.9999999999999999,0.7286,0.0511,0.8917,-32.6973,-4.1500,-0.9343,5.0000
2251.60,0.9999999999999999,0.7279,0.0509,0.8809,-33.6273,-4.1500,-0.9300,5.0000
2252.00,0.9999999999999999,0.7271,0.0508,0.8694,-34.5578,-4.1500,-0.9305,5.0000
2252.40,0.9999999999999999,0.7262,0.0507,0.8571,-35.4939,-4.1500,-0.9361,5.0000
2252.80,0.9999999999999999,0.7252,0.0508,0.8439,-36.4412,-4.1500,-0.9472,5.0000
2253.20,0.9999999999999999,0.7242,0.0509,0.8297,-37.4054,-4.1500,-0.9642,5.0000
2253.60,0.9999999999999999,0.7230,0.0511,0.8145,-38.3930,-4.1500,-0.9876,5.0000
2254.00,0.9999999999999999,0.7218,0.0514,0.7981,-39.4109,-4.1500,-1.0179,5.0000
2254.40,0.9999999999999999,0.7204,0.0517,0.7805,-40.4667,-4.1500,-1.0558,5.0000
2254.80,0.9999999999999999,0.7190,0.0522,0.7615,-41.5687,-4.1500,-1.1020,5.0000
2255.20,0.9999999999999999,0.7175,0.0528,0.7409,-42.7259,-4.1500,-1.1573,5.0000
2255.60,0.9999999999999999,0.7158,0.0534,0.7186,-43.9482,-4.1500,-1.2223,5.0000
2256.00,0.9999999999999999,0.7141,0.0542,0.6943,-45.2461,-4.1500,-1.2978,5.0000
2256.40,0.9999999999999999,0.7123,0.0550,0.6677,-46.6301,-4.1500,-1.3841,5.0000
2256.80,0.9999999999999999,0.7103,0.0561,0.6386,-48.1110,-4.1500,-1.4809,5.0000
2257.20,0.9999999999999999,0.7082,0.0572,0.6066,-49.6981,-4.1500,-1.5871,5.0000
2257.60,0.9999999999999999,0.7060,0.0585,0.5715,-51.3982,-4.1500,-1.7001,5.0000
2258.00,0.9999999999999999,0.7037,0.0600,0.5327,-53.2129,-4.1500,-1.8147,5.0000
2258.40,0.9999999999999999,0.7012,0.0616,0.4901,-55.1355,-4.1500,-1.9226,5.0000
2258.80,0.9999999999999999,0.6986,0.0635,0.4436,-57.1466,-4.1500,-2.0110,0.0000
2259.20,0.9999999999999999,0.6959,0.0656,0.3933,-55.2092,-4.1500,1.9374,0.0000
2259.60,0.9999999999999999,0.6933,0.0675,0.3581,-50.7416,-4.1500,4.4676,5.0000
2260.00,0.9999999999999999,0.6911,0.0688,0.3417,-56.2693,-4.1500,-5.5276,0.0000
2260.40,0.9999999999999999,0.6885,0.0708,0.3089,-55.9331,-4.1500,0.3362,0.0000
2260.80,0.9999999999999999,0.6859,0.0727,0.2815,-51.9867,-4.1500,3.9464,5.0000
2261.20,0.9999999999999999,0.6837,0.0742,0.2689,-57.5455,-4.1500,-5.5588,0.0000
2261.60,0.9999999999999999,0.6810,0.0763,0.2413,-57.2595,-4.1500,0.2860,0.0000
2262.00,0.9999999999999999,0.6784,0.0784,0.2186,-53.1951,-4.1500,4.0644,5.0000
2262.40,0.9999999999999999,0.6761,0.0799,0.2095,-58.5007,-4.1500,-5.3057,0.0000
2262.80,0.9999999999999999,0.6734,0.0821,0.1876,-58.0942,-4.1500,0.4065,0.0000
2263.20,0.9999999999999999,0.6707,0.0843,0.1702,-53.8535,-4.1500,4.2407,5.0000
2263.60,0.9999999999999999,0.6684,0.0859,0.1648,-58.9118,-4.1500,-5.0583,0.0000
2264.00,0.9999999999999999,0.6657,0.0881,0.1487,-58.3898,-4.1500,0.5220,0.0000
2264.40,0.9999999999999999,0.6631,0.0903,0.1364,-54.0135,-4.1500,4.3763,5.0000
2264.80,0.9999999999999999,0.6609,0.0919,0.1345,-58.8853,-4.1500,-4.8718,0.0000
2265.20,0.9999999999999999,0.6582,0.0941,0.1232,-58.2901,-4.1500,0.5952,0.0000
2265.60,0.9999999999999999,0.6557,0.0962,0.1148,-53.8319,-4.1500,4.4583,5.0000
2266.00,0.9999999999999999,0.6535,0.0977,0.1156,-58.5750,-4.1500,-4.7432,0.0000
2266.40,0.9999999999999999,0.6509,0.0999,0.1079,-57.9449,-4.1500,0.6301,0.0000
2266.80,0.9999999999999999,0.6484,0.1019,0.1024,-53.4443,-4.1500,4.5006,5.0000
2267.20,0.9999999999999999,0.6463,0.1034,0.1053,-58.0986,-4.1500,-4.6543,0.0000
2267.60,0.9999999999999999,0.6439,0.1054,0.0999,-57.4578,-4.1500,0.6408,0.0000
2268.00,0.9999999999999999,0.6415,0.1074,0.0965,-52.9383,-4.1500,4.5195,5.0000
2268.40,0.9999999999999999,0.6395,0.1087,0.1007,-57.5279,-4.1500,-4.5896,0.0000
2268.80,0.9999999999999999,0.6371,0.1107,0.0970,-56.8892,-4.1500,0.6387,0.0000
2269.20,0.9999999999999999,0.6348,0.1125,0.0950,-52.3633,-4.1500,4.5259,5.0000
2269.60,0.9999999999999999,0.6329,0.1138,0.1002,-56.9025,-4.1500,-4.5392,0.0000
2270.00,0.9999999999999999,0.6306,0.1156,0.0977,-56.2716,-4.1500,0.6309,0.0000
2270.40,0.9999999999999999,0.6284,0.1174,0.0965,-51.7454,-4.1500,4.5262,5.0000
2270.80,0.9999999999999999,0.6266,0.1185,0.1026,-56.2430,-4.1500,-4.4976,0.0000
2271.20,0.9999999999999999,0.6244,0.1203,0.1008,-55.6219,-4.1500,0.6211,0.0000
2271.60,0.9999999999999999,0.6223,0.1219,0.1003,-51.0982,-4.1500,4.5237,5.0000
2272.00,0.9999999999999999,0.6206,0.1229,0.1070,-55.5598,-4.1500,-4.4617,0.0000
2272.40,0.9999999999999999,0.6185,0.1245,0.1058,-54.9484,-4.1500,0.6114,5.0000
2272.80,0.9999999999999999,0.6165,0.1261,0.1058,-58.4279,-4.1500,-3.4795,0.0000
2273.20,0.9999999999999999,0.6142,0.1281,0.0998,-57.0913,-4.1500,1.3366,0.0000
2273.60,0.9999999999999999,0.6121,0.1298,0.0970,-52.0153,-4.1500,5.0760,5.0000
2274.00,0.9999999999999999,0.6104,0.1310,0.1026,-55.9905,-4.1500,-3.9751,0.0000
2274.40,0.9999999999999999,0.6083,0.1326,0.1013,-55.0639,-4.1500,0.9265,5.0000
2274.80,0.9999999999999999,0.6064,0.1341,0.1016,-58.2908,-4.1500,-3.2268,0.0000
2275.20,0.9999999999999999,0.6042,0.1360,0.0965,-56.8039,-4.1500,1.4869,0.0000
2275.60,0.9999999999999999,0.6021,0.1377,0.0946,-51.5919,-4.1500,5.2120,5.0000
2276.00,0.9999999999999999,0.6005,0.1387,0.1011,-55.3945,-4.1500,-3.8026,0.0000
2276.40,0.9999999999999999,0.5986,0.1403,0.1009,-54.3823,-4.1500,1.0122,5.0000
2276.80,0.9999999999999999,0.5968,0.1416,0.1024,-57.5296,-4.1500,-3.1473,0.0000
2277.20,0.9999999999999999,0.5947,0.1434,0.0985,-56.0182,-4.1500,1.5115,0.0000
2277.60,0.9999999999999999,0.5927,0.1450,0.0976,-50.7691,-4.1500,5.2491,5.0000
2278.00,0.9999999999999999,0.5913,0.1458,0.1051,-54.4828,-4.1500,-3.7137,5.0000
2278.40,0.9999999999999999,0.5895,0.1472,0.1059,-57.4411,-4.1500,-2.9583,0.0000
2278.80,0.9999999999999999,0.5875,0.1489,0.1017,-55.8067,-4.1500,1.6344,0.0000
2279.20,0.9999999999999999,0.5856,0.1505,0.1008,-50.4484,-4.1500,5.3583,5.0000
2279.60,0.9999999999999999,0.5843,0.1512,0.1084,-54.0317,-4.1500,-3.5833,5.0000
2280.00,0.9999999999999999,0.5826,0.1525,0.1096,-56.9140,-4.1500,-2.8823,0.0000
2280.40,0.9999999999999999,0.5806,0.1541,0.1058,-55.2417,-4.1500,1.6724,0.0000
2280.80,0.9999999999999999,0.5789,0.1556,0.1053,-49.8410,-4.1500,5.4006,5.0000
2281.20,0.9999999999999999,0.5776,0.1562,0.1135,-53.3500,-4.1500,-3.5089,5.0000
2281.60,0.9999999999999999,0.5761,0.1574,0.1152,-56.1961,-4.1500,-2.8462,0.0000
2282.00,0.9999999999999999,0.5742,0.1589,0.1119,-54.5142,-4.1500,1.6819,5.0000
2282.40,0.9999999999999999,0.5726,0.1602,0.1119,-57.0954,-4.1500,-2.5811,0.0000
2282.80,0.9999999999999999,0.5707,0.1618,0.1075,-55.2105,-4.1500,1.8848,0.0000
2283.20,0.9999999999999999,0.5690,0.1632,0.1068,-49.6204,-4.1500,5.5901,5.0000
2283.60,0.9999999999999999,0.5678,0.1638,0.1152,-52.9167,-4.1500,-3.2963,5.0000
2284.00,0.9999999999999999,0.5664,0.1648,0.1175,-55.6228,-4.1500,-2.7061,0.0000
2284.40,0.9999999999999999,0.5647,0.1662,0.1149,-53.8536,-4.1500,1.7692,5.0000
2284.80,0.9999999999999999,0.5631,0.1674,0.1157,-56.3454,-4.1500,-2.4918,0.0000
2285.20,0.9999999999999999,0.5614,0.1689,0.1121,-54.4108,-4.1500,1.9346,5.0000
2285.60,0.9999999999999999,0.5598,0.1701,0.1122,-56.7615,-4.1500,-2.3508,0.0000
2286.00,0.9999999999999999,0.5581,0.1716,0.1083,-54.7193,-4.1500,2.0422,5.0000
2286.40,0.9999999999999999,0.5565,0.1729,0.1084,-56.9737,-4.1500,-2.2544,0.0000
2286.80,0.9999999999999999,0.5547,0.1744,0.1046,-54.8591,-4.1500,2.1147,5.0000
2287.20,0.9999999999999999,0.5532,0.1757,0.1049,-57.0448,-4.1500,-2.1857,0.0000
2287.60,0.9999999999999999,0.5514,0.1772,0.1015,-54.8795,-4.1500,2.1653,5.0000
2288.00,0.9999999999999999,0.5499,0.1785,0.1021,-57.0143,-4.1500,-2.1348,0.0000
2288.40,0.9999999999999999,0.5482,0.1800,0.0991,-54.8125,-4.1500,2.2018,5.0000
2288.80,0.9999999999999999,0.5467,0.1812,0.1001,-56.9085,-4.1500,-2.0959,0.0000
2289.20,0.9999999999999999,0.5450,0.1827,0.0976,-54.6797,-4.1500,2.2288,5.0000
2289.60,0.9999999999999999,0.5435,0.1839,0.0990,-56.7451,-4.1500,-2.0654,0.0000
2290.00,0.9999999999999999,0.5419,0.1854,0.0969,-54.4960,-4.1500,2.2491,5.0000
2290.40,0.9999999999999999,0.5404,0.1865,0.0986,-56.5368,-4.1500,-2.0408,0.0000
2290.80,0.9999999999999999,0.5388,0.1879,0.0969,-54.2721,-4.1500,2.2647,5.0000
2291.20,0.9999999999999999,0.5374,0.1890,0.0990,-56.2929,-4.1500,-2.0208,0.0000
2291.60,0.9999999999999999,0.5359,0.1904,0.0977,-54.0160,-4.1500,2.2769,5.0000
2292.00,0.9999999999999999,0.5345,0.1915,0.1001,-56.0200,-4.1500,-2.0040,0.0000
2292.40,0.9999999999999999,0.5330,0.1928,0.0990,-53.7333,-4.1500,2.2867,5.0000
2292.80,0.9999999999999999,0.5317,0.1938,0.1017,-55.7229,-4.1500,-1.9896,0.0000
2293.20,0.9999999999999999,0.5302,0.1951,0.1010,-53.4282,-4.1500,2.2947,5.0000
2293.60,0.9999999999999999,0.5290,0.1960,0.1040,-55.4053,-4.1500,-1.9771,0.0000
2294.00,0.9999999999999999,0.5276,0.1972,0.1034,-53.1036,-4.1500,2.3017,5.0000
2294.40,0.9999999999999999,0.5264,0.1981,0.1067,-55.0695,-4.1500,-1.9659,5.0000
2294.80,0.9999999999999999,0.5250,0.1992,0.1064,-56.7616,-4.1500,-1.6920,0.0000
2295.20,0.9999999999999999,0.5235,0.2006,0.1032,-54.2269,-4.1500,2.5346,5.0000
2295.60,0.9999999999999999,0.5222,0.2017,0.1047,-55.9902,-4.1500,-1.7633,0.0000
2296.00,0.9999999999999999,0.5208,0.2029,0.1031,-53.5172,-4.1500,2.4731,5.0000
2296.40,0.9999999999999999,0.5196,0.2038,0.1057,-55.3243,-4.1500,-1.8071,0.0000
2296.80,0.9999999999999999,0.5182,0.2050,0.1051,-52.8904,-4.1500,2.4339,5.0000
2297.20,0.9999999999999999,0.5171,0.2058,0.1085,-54.7245,-4.1500,-1.8341,5.0000
2297.60,0.9999999999999999,0.5158,0.2069,0.1086,-56.3154,-4.1500,-1.5910,0.0000
2298.00,0.9999999999999999,0.5144,0.2082,0.1059,-53.7045,-4.1500,2.6109,5.0000
2298.40,0.9999999999999999,0.5133,0.2091,0.1079,-55.3829,-4.1500,-1.6784,0.0000
2298.80,0.9999999999999999,0.5119,0.2102,0.1069,-52.8465,-4.1500,2.5364,5.0000
2299.20,0.9999999999999999,0.5109,0.2110,0.1102,-54.5805,-4.1500,-1.7340,5.0000
2299.60,0.9999999999999999,0.5097,0.2120,0.1103,-56.0924,-4.1500,-1.5119,0.0000
2300.00,0.9999999999999999,0.5083,0.2132,0.1078,-53.4197,-4.1500,2.6727,5.0000
2300.40,0.9999999999999999,0.5072,0.2141,0.1101,-55.0321,-4.1500,-1.6124,5.0000
2300.80,0.9999999999999999,0.5060,0.2152,0.1094,-56.4444,-4.1500,-1.4123,0.0000
2301.20,0.9999999999999999,0.5046,0.2164,0.1064,-53.6905,-4.1500,2.7538,5.0000
2301.60,0.9999999999999999,0.5035,0.2173,0.1084,-55.2256,-4.1500,-1.5351,0.0000
2302.00,0.9999999999999999,0.5023,0.2184,0.1076,-52.5751,-4.1500,2.6506,5.0000
2302.40,0.9999999999999999,0.5013,0.2190,0.1113,-54.1899,-4.1500,-1.6148,5.0000
2302.80,0.9999999999999999,0.5002,0.2200,0.1119,-55.6072,-4.1500,-1.4173,0.0000
2303.20,0.9999999999999999,0.4990,0.2211,0.1100,-52.8598,-4.1500,2.7474,5.0000
2303.60,0.9999999999999999,0.4980,0.2218,0.1130,-54.3869,-4.1500,-1.5271,5.0000
2304.00,0.9999999999999999,0.4969,0.2227,0.1131,-55.7318,-4.1500,-1.3449,0.0000
2304.40,0.9999999999999999,0.4957,0.2239,0.1109,-52.9252,-4.1500,2.8066,5.0000
2304.80,0.9999999999999999,0.4947,0.2246,0.1136,-54.3953,-4.1500,-1.4700,5.0000
2305.20,0.9999999999999999,0.4936,0.2255,0.1136,-55.6932,-4.1500,-1.2979,0.0000
2305.60,0.9999999999999999,0.4924,0.2266,0.1114,-52.8483,-4.1500,2.8449,5.0000
2306.00,0.9999999999999999,0.4915,0.2273,0.1142,-54.2784,-4.1500,-1.4300,5.0000
2306.40,0.9999999999999999,0.4905,0.2282,0.1144,-55.5435,-4.1500,-1.2651,0.0000
2306.80,0.9999999999999999,0.4893,0.2292,0.1123,-52.6717,-4.1500,2.8718,5.0000
2307.20,0.9999999999999999,0.4884,0.2299,0.1153,-54.0715,-4.1500,-1.3998,5.0000
2307.60,0.9999999999999999,0.4874,0.2307,0.1157,-55.3116,-4.1500,-1.2401,0.0000
2308.00,0.9999999999999999,0.4863,0.2317,0.1139,-52.4193,-4.1500,2.8923,5.0000
2308.40,0.9999999999999999,0.4855,0.2323,0.1171,-53.7947,-4.1500,-1.3754,5.0000
2308.80,0.9999999999999999,0.4845,0.2331,0.1178,-55.0142,-4.1500,-1.2195,5.0000
2309.20,0.9999999999999999,0.4834,0.2341,0.1162,-56.1046,-4.1500,-1.0905,0.0000
2309.60,0.9999999999999999,0.4822,0.2352,0.1130,-53.0893,-4.1500,3.0154,5.0000
2310.00,0.9999999999999999,0.4814,0.2359,0.1152,-54.3529,-4.1500,-1.2636,5.0000
2310.40,0.9999999999999999,0.4804,0.2367,0.1151,-55.4794,-4.1500,-1.1266,0.0000
2310.80,0.9999999999999999,0.4793,0.2377,0.1131,-52.4927,-4.1500,2.9867,5.0000
2311.20,0.9999999999999999,0.4785,0.2383,0.1163,-53.7713,-4.1500,-1.2786,5.0000
2311.60,0.9999999999999999,0.4776,0.2390,0.1171,-54.9099,-4.1500,-1.1386,5.0000
2312.00,0.9999999999999999,0.4766,0.2400,0.1158,-55.9325,-4.1500,-1.0225,0.0000
2312.40,0.9999999999999999,0.4755,0.2410,0.1129,-52.8597,-4.1500,3.0727,5.0000
2312.80,0.9999999999999999,0.4747,0.2416,0.1155,-54.0577,-4.1500,-1.1980,5.0000
2313.20,0.9999999999999999,0.4738,0.2424,0.1159,-55.1288,-4.1500,-1.0710,5.0000
2313.60,0.9999999999999999,0.4728,0.2433,0.1144,-56.0947,-4.1500,-0.9659,0.0000
2314.00,0.9999999999999999,0.4717,0.2444,0.1114,-52.9744,-4.1500,3.1204,5.0000
2314.40,0.9999999999999999,0.4709,0.2450,0.1140,-54.1223,-4.1500,-1.1480,5.0000
2314.80,0.9999999999999999,0.4700,0.2458,0.1144,-55.1512,-4.1500,-1.0289,5.0000
2315.20,0.9999999999999999,0.4690,0.2467,0.1130,-56.0812,-4.1500,-0.9300,0.0000
2315.60,0.9999999999999999,0.4679,0.2478,0.1102,-52.9299,-4.1500,3.1513,5.0000
2316.00,0.9999999999999999,0.4672,0.2483,0.1130,-54.0419,-4.1500,-1.1120,5.0000
2316.40,0.9999999999999999,0.4663,0.2491,0.1137,-55.0400,-4.1500,-0.9981,5.0000
2316.80,0.9999999999999999,0.4654,0.2500,0.1126,-55.9434,-4.1500,-0.9034,0.0000
2317.20,0.9999999999999999,0.4643,0.2510,0.1101,-52.7687,-4.1500,3.1746,5.0000
2317.60,0.9999999999999999,0.4636,0.2515,0.1131,-53.8519,-4.1500,-1.0832,5.0000
2318.00,0.9999999999999999,0.4628,0.2522,0.1141,-54.8249,-4.1500,-0.9730,5.0000
2318.40,0.9999999999999999,0.4619,0.2530,0.1133,-55.7062,-4.1500,-0.8813,0.0000
2318.80,0.9999999999999999,0.4609,0.2540,0.1111,-52.5120,-4.1500,3.1942,5.0000
2319.20,0.9999999999999999,0.4603,0.2545,0.1145,-53.5704,-4.1500,-1.0584,5.0000
2319.60,0.9999999999999999,0.4595,0.2551,0.1158,-54.5213,-4.1500,-0.9508,5.0000
2320.00,0.9999999999999999,0.4587,0.2559,0.1154,-55.3826,-4.1500,-0.8613,0.0000
2320.40,0.9999999999999999,0.4577,0.2568,0.1135,-52.1705,-4.1500,3.2120,5.0000
2320.80,0.9999999999999999,0.4571,0.2572,0.1172,-53.2066,-4.1500,-1.0360,5.0000
2321.20,0.9999999999999999,0.4564,0.2577,0.1188,-54.1366,-4.1500,-0.9300,5.0000
2321.60,0.9999999999999999,0.4556,0.2584,0.1186,-54.9786,-4.1500,-0.8420,5.0000
2322.00,0.9999999999999999,0.4548,0.2593,0.1171,-55.7488,-4.1500,-0.7703,0.0000
2322.40,0.9999999999999999,0.4538,0.2602,0.1143,-52.4611,-4.1500,3.2878,5.0000
2322.80,0.9999999999999999,0.4532,0.2606,0.1175,-53.4259,-4.1500,-0.9648,5.0000
2323.20,0.9999999999999999,0.4525,0.2612,0.1187,-54.2948,-4.1500,-0.8689,5.0000
2323.60,0.9999999999999999,0.4518,0.2619,0.1183,-55.0847,-4.1500,-0.7899,5.0000
2324.00,0.9999999999999999,0.4509,0.2628,0.1166,-55.8103,-4.1500,-0.7256,0.0000
2324.40,0.9999999999999999,0.4500,0.2637,0.1138,-52.4841,-4.1500,3.3262,5.0000
2324.80,0.9999999999999999,0.4494,0.2641,0.1169,-53.4073,-4.1500,-0.9232,5.0000
2325.20,0.9999999999999999,0.4488,0.2647,0.1182,-54.2398,-4.1500,-0.8326,5.0000
2325.60,0.9999999999999999,0.4480,0.2653,0.1180,-54.9976,-4.1500,-0.7578,5.0000
2326.00,0.9999999999999999,0.4472,0.2661,0.1164,-55.6947,-4.1500,-0.6971,0.0000
2326.40,0.9999999999999999,0.4463,0.2670,0.1139,-52.3429,-4.1500,3.3519,5.0000
2326.80,0.9999999999999999,0.4458,0.2674,0.1173,-53.2354,-4.1500,-0.8926,5.0000
2327.20,0.9999999999999999,0.4452,0.2679,0.1188,-54.0403,-4.1500,-0.8049,5.0000
2327.60,0.9999999999999999,0.4445,0.2685,0.1188,-54.7728,-4.1500,-0.7325,5.0000
2328.00,0.9999999999999999,0.4437,0.2693,0.1176,-55.4467,-4.1500,-0.6739,0.0000
2328.40,0.9999999999999999,0.4429,0.2701,0.1153,-52.0734,-4.1500,3.3732,5.0000
2328.80,0.9999999999999999,0.4424,0.2704,0.1190,-52.9398,-4.1500,-0.8663,5.0000
2329.20,0.9999999999999999,0.4418,0.2709,0.1209,-53.7200,-4.1500,-0.7802,5.0000
2329.60,0.9999999999999999,0.4412,0.2714,0.1212,-54.4291,-4.1500,-0.7091,5.0000
2330.00,0.9999999999999999,0.4405,0.2721,0.1203,-55.0808,-4.1500,-0.6517,5.0000
2330.40,0.9999999999999999,0.4397,0.2729,0.1183,-55.6868,-4.1500,-0.6060,0.0000
2330.80,0.9999999999999999,0.4389,0.2738,0.1155,-52.2565,-4.1500,3.4303,5.0000
