time,Input,N1_n,N1_h,N1_m,N1_v,N1_i,N1_dv,N1_refact
0.00,0.0,0.2555,0.5976,0.0380,-69.7132,-4.1500,0.2868,0.0000
0.40,0.0,0.2548,0.5989,0.0289,-69.4649,-4.1500,0.2483,0.0000
0.80,0.0,0.2540,0.6003,0.0234,-69.2320,-4.1500,0.2330,0.0000
1.20,0.0,0.2533,0.6016,0.0200,-69.0071,-4.1500,0.2249,0.0000
1.60,0.0,0.2526,0.6029,0.0179,-68.7878,-4.1500,0.2193,0.0000
2.00,0.0,0.2519,0.6041,0.0168,-68.5729,-4.1500,0.2148,0.0000
2.40,0.0,0.2513,0.6053,0.0162,-68.3621,-4.1500,0.2108,0.0000
2.80,0.0,0.2506,0.6065,0.0159,-68.1550,-4.1500,0.2071,0.0000
3.20,0.0,0.2500,0.6076,0.0159,-67.9513,-4.1500,0.2036,0.0000
3.60,0.0,0.2494,0.6087,0.0160,-67.7511,-4.1500,0.2003,0.0000
4.00,0.0,0.2488,0.6098,0.0163,-67.5541,-4.1500,0.1970,0.0000
4.40,0.0,0.2482,0.6108,0.0166,-67.3602,-4.1500,0.1939,0.0000
4.80,0.0,0.2476,0.6118,0.0170,-67.1694,-4.1500,0.1908,0.0000
5.20,0.0,0.2471,0.6128,0.0174,-66.9815,-4.1500,0.1878,0.0000
5.60,0.0,0.2466,0.6137,0.0179,-66.7966,-4.1500,0.1849,0.0000
6.00,0.0,0.2461,0.6147,0.0183,-66.6145,-4.1500,0.1821,0.0000
6.40,0.0,0.2456,0.6155,0.0188,-66.4351,-4.1500,0.1794,0.0000
6.80,0.0,0.2451,0.6164,0.0193,-66.2584,-4.1500,0.1767,0.0000
7.20,0.0,0.2447,0.6172,0.0198,-66.0844,-4.1500,0.1741,0.0000
7.60,0.0,0.2442,0.6180,0.0203,-65.9129,-4.1500,0.1715,0.0000
8.00,0.0,0.2438,0.6188,0.0208,-65.7438,-4.1500,0.1690,0.0000
8.40,0.0,0.2434,0.6196,0.0214,-65.5773,-4.1500,0.1666,0.0000
8.80,0.0,0.2430,0.6203,0.0219,-65.4130,-4.1500,0.1642,0.0000
9.20,0.0,0.2426,0.6210,0.0224,-65.2511,-4.1500,0.1619,0.0000
9.60,0.0,0.2423,0.6216,0.0230,-65.0915,-4.1500,0.1596,0.0000
10.00,0.0,0.2419,0.6223,0.0235,-64.9341,-4.1500,0.1574,0.0000
10.40,0.0,0.2416,0.6229,0.0241,-64.7788,-4.1500,0.1553,0.0000
10.80,0.0,0.2413,0.6235,0.0246,-64.6256,-4.1500,0.1532,0.0000
11.20,0.0,0.2410,0.6241,0.0252,-64.4744,-4.1500,0.1512,0.0000
11.60,0.0,0.2407,0.6246,0.0258,-64.3252,-4.1500,0.1492,0.0000
12.00,0.0,0.2404,0.6251,0.0263,-64.1780,-4.1500,0.1472,0.0000
12.40,0.0,0.2401,0.6256,0.0269,-64.0326,-4.1500,0.1454,0.0000
12.80,0.0,0.2399,0.6261,0.0275,-63.8891,-4.1500,0.1435,0.0000
13.20,0.0,0.2396,0.6266,0.0281,-63.7474,-4.1500,0.1417,0.0000
13.60,0.0,0.2394,0.6270,0.0287,-63.6074,-4.1500,0.1400,0.0000
14.00,0.0,0.2392,0.6274,0.0293,-63.4691,-4.1500,0.1383,0.0000
14.40,0.0,0.2390,0.6278,0.0299,-63.3324,-4.1500,0.1367,0.0000
14.80,0.0,0.2388,0.6282,0.0305,-63.1973,-4.1500,0.1351,0.0000
15.20,0.0,0.2387,0.6285,0.0311,-63.0638,-4.1500,0.1335,0.0000
15.60,0.0,0.2385,0.6288,0.0317,-62.9317,-4.1500,0.1321,0.0000
16.00,0.0,0.2384,0.6291,0.0323,-62.8011,-4.1500,0.1306,0.0000
16.40,0.0,0.2382,0.6294,0.0330,-62.6719,-4.1500,0.1292,0.0000
16.80,0.0,0.2381,0.6297,0.0336,-62.5441,-4.1500,0.1279,0.0000
17.20,0.0,0.2380,0.6299,0.0342,-62.4175,-4.1500,0.1266,0.0000
17.60,0.0,0.2379,0.6301,0.0349,-62.2922,-4.1500,0.1253,0.0000
18.00,0.0,0.2378,0.6303,0.0355,-62.1681,-4.1500,0.1241,0.0000
18.40,0.0,0.2377,0.6305,0.0361,-62.0452,-4.1500,0.1229,0.0000
18.80,0.0,0.2377,0.6307,0.0368,-61.9233,-4.1500,0.1218,0.0000
19.20,0.0,0.2376,0.6308,0.0374,-61.8026,-4.1500,0.1208,0.0000
19.60,0.0,0.2376,0.6310,0.0381,-61.6828,-4.1500,0.1197,0.0000
20.00,0.0,0.2375,0.6311,0.0388,-61.5641,-4.1500,0.1188,0.0000
20.40,0.0,0.2375,0.6311,0.0394,-61.4462,-4.1500,0.1178,0.0000
20.80,0.0,0.2375,0.6312,0.0401,-61.3292,-4.1500,0.1170,0.0000
21.20,0.0,0.2375,0.6313,0.0408,-61.2131,-4.1500,0.1162,0.0000
21.60,0.0,0.2375,0.6313,0.0415,-61.0977,-4.1500,0.1154,0.0000
22.00,0.0,0.2375,0.6313,0.0422,-60.9830,-4.1500,0.1147,0.0000
22.40,0.0,0.2376,0.6313,0.0429,-60.8691,-4.1500,0.1140,0.0000
22.80,0.0,0.2376,0.6313,0.0436,-60.7557,-4.1500,0.1134,0.0000
23.20,0.0,0.2377,0.6312,0.0443,-60.6429,-4.1500,0.1128,0.0000
23.60,0.0,0.2377,0.6312,0.0450,-60.5306,-4.1500,0.1123,0.0000
24.00,0.0,0.2378,0.6311,0.0457,-60.4188,-4.1500,0.1118,0.0000
24.40,0.0,0.2379,0.6310,0.0464,-60.3074,-4.1500,0.1114,0.0000
24.80,0.0,0.2380,0.6309,0.0472,-60.1963,-4.1500,0.1111,0.0000
25.20,0.0,0.2381,0.6308,0.0479,-60.0855,-4.1500,0.1108,0.0000
25.60,0.0,0.2382,0.6306,0.0486,-59.9750,-4.1500,0.1105,0.0000
26.00,0.0,0.2383,0.6304,0.0494,-59.8646,-4.1500,0.1104,0.0000
26.40,0.0,0.2385,0.6303,0.0502,-59.7543,-4.1500,0.1103,0.0000
26.80,0.0,0.2386,0.6301,0.0509,-59.6441,-4.1500,0.1102,0.0000
27.20,0.0,0.2388,0.6298,0.0517,-59.5339,-4.1500,0.1102,0.0000
27.60,0.0,0.2389,0.6296,0.0525,-59.4235,-4.1500,0.1103,0.0000
28.00,0.0,0.2391,0.6293,0.0533,-59.3131,-4.1500,0.1105,0.0000
28.40,0.0,0.2393,0.6291,0.0541,-59.2023,-4.1500,0.1107,0.0000
28.80,0.0,0.2395,0.6288,0.0549,-59.0913,-4.1500,0.1110,0.0000
29.20,0.0,0.2397,0.6285,0.0558,-58.9799,-4.1500,0.1114,0.0000
29.60,0.0,0.2399,0.6282,0.0566,-58.8680,-4.1500,0.1119,0.0000
30.00,0.0,0.2401,0.6278,0.0575,-58.7556,-4.1500,0.1124,0.0000
30.40,0.0,0.2403,0.6275,0.0583,-58.6425,-4.1500,0.1131,0.0000
30.80,0.0,0.2406,0.6271,0.0592,-58.5287,-4.1500,0.1138,0.0000
31.20,0.0,0.2408,0.6267,0.0601,-58.4140,-4.1500,0.1147,0.0000
31.60,0.0,0.2411,0.6263,0.0610,-58.2984,-4.1500,0.1156,0.0000
32.00,0.0,0.2414,0.6258,0.0619,-58.1817,-4.1500,0.1167,0.0000
32.40,0.0,0.2417,0.6254,0.0629,-58.0638,-4.1500,0.1179,0.0000
32.80,0.0,0.2419,0.6249,0.0639,-57.9447,-4.1500,0.1192,0.0000
33.20,0.0,0.2423,0.6244,0.0648,-57.8241,-4.1500,0.1206,0.0000
33.60,0.0,0.2426,0.6239,0.0658,-57.7019,-4.1500,0.1222,0.0000
34.00,0.0,0.2429,0.6234,0.0669,-57.5780,-4.1500,0.1239,0.0000
34.40,0.0,0.2432,0.6228,0.0679,-57.4522,-4.1500,0.1258,0.0000
34.80,0.0,0.2436,0.6222,0.0690,-57.3243,-4.1500,0.1279,0.0000
35.20,0.0,0.2439,0.6216,0.0701,-57.1941,-4.1500,0.1301,0.0000
35.60,0.0,0.2443,0.6210,0.0712,-57.0615,-4.1500,0.1326,0.0000
36.00,0.0,0.2447,0.6204,0.0724,-56.9262,-4.1500,0.1353,0.0000
36.40,0.0,0.2451,0.6197,0.0736,-56.7880,-4.1500,0.1382,0.0000
36.80,0.0,0.2455,0.6190,0.0748,-56.6466,-4.1500,0.1414,0.0000
37.20,0.0,0.2459,0.6183,0.0761,-56.5017,-4.1500,0.1449,0.0000
37.60,0.0,0.2463,0.6176,0.0774,-56.3530,-4.1500,0.1487,0.0000
38.00,0.0,0.2468,0.6168,0.0787,-56.2003,-4.1500,0.1528,0.0000
38.40,0.0,0.2472,0.6160,0.0801,-56.0430,-4.1500,0.1573,0.0000
38.80,0.0,0.2477,0.6152,0.0816,-55.8808,-4.1500,0.1622,0.0000
39.20,0.0,0.2482,0.6144,0.0831,-55.7133,-4.1500,0.1675,0.0000
39.60,0.0,0.2487,0.6135,0.0847,-55.5398,-4.1500,0.1734,0.0000
40.00,0.0,0.2492,0.6126,0.0863,-55.3600,-4.1500,0.1798,0.0000
40.40,0.0,0.2497,0.6117,0.0880,-55.1731,-4.1500,0.1869,0.0000
40.80,0.0,0.2503,0.6107,0.0898,-54.9785,-4.1500,0.1946,5.0000
41.20,0.0,0.2509,0.6097,0.0916,-54.7753,-4.1500,0.2032,5.0000
41.60,0.0,0.2515,0.6086,0.0936,-54.5626,-4.1500,0.2126,5.0000
42.00,0.0,0.2521,0.6075,0.0956,-54.3396,-4.1500,0.2231,5.0000
42.40,0.0,0.2527,0.6064,0.0978,-54.1049,-4.1500,0.2347,5.0000
42.80,0.0,0.2534,0.6052,0.1000,-53.8573,-4.1500,0.2476,5.0000
43.20,0.0,0.2540,0.6040,0.1025,-53.5954,-4.1500,0.2620,5.0000
43.60,0.0,0.2548,0.6027,0.1050,-53.3173,-4.1500,0.2781,5.0000
44.00,0.0,0.2555,0.6014,0.1078,-53.0211,-4.1500,0.2962,5.0000
44.40,0.0,0.2563,0.6000,0.1107,-52.7045,-4.1500,0.3166,5.0000
44.80,0.0,0.2571,0.5985,0.1138,-52.3646,-4.1500,0.3398,5.0000
45.20,0.0,0.2579,0.5970,0.1172,-51.9984,-4.1500,0.3662,5.0000
45.60,0.0,0.2588,0.5954,0.1208,-51.6021,-4.1500,0.3964,5.0000
46.00,0.0,0.2597,0.5936,0.1247,-51.1710,-4.1500,0.4311,5.0000
46.40,0.0,0.2607,0.5918,0.1290,-50.6998,-4.1500,0.4712,5.0000
46.80,0.0,0.2617,0.5899,0.1336,-50.1819,-4.1500,0.5179,5.0000
47.20,0.0,0.2628,0.5878,0.1388,-49.6092,-4.1500,0.5726,5.0000
47.60,0.0,0.2640,0.5856,0.1444,-48.9720,-4.1500,0.6372,5.0000
48.00,0.0,0.2652,0.5832,0.1507,-48.2580,-4.1500,0.7140,5.0000
48.40,0.0,0.2666,0.5806,0.1577,-47.4520,-4.1500,0.8061,5.0000
48.80,0.0,0.2680,0.5778,0.1655,-46.5345,-4.1500,0.9175,5.0000
49.20,0.0,0.2696,0.5747,0.1744,-45.4809,-4.1500,1.0536,5.0000
49.60,0.0,0.2713,0.5712,0.1845,-44.2592,-4.1500,1.2217,5.0000
50.00,0.0,0.2732,0.5674,0.1960,-42.8278,-4.1500,1.4314,5.0000
50.40,0.0,0.2754,0.5629,0.2094,-41.1316,-4.1500,1.6962,5.0000
50.80,0.0,0.2778,0.5579,0.2251,-39.0970,-4.1500,2.0346,5.0000
51.20,0.0,0.2805,0.5519,0.2436,-36.6251,-4.1500,2.4719,5.0000
51.60,0.0,0.2837,0.5448,0.2656,-33.5816,-4.1500,3.0435,5.0000
52.00,0.0,0.2875,0.5361,0.2921,-29.7843,-4.1500,3.7973,5.0000
52.40,0.0,0.2921,0.5256,0.3244,-24.9879,-4.1500,4.7965,5.0000
52.80,0.0,0.2977,0.5127,0.3641,-18.8710,-4.1500,6.1169,5.0000
53.20,0.0,0.3047,0.4975,0.4133,-11.0410,-4.1500,7.8300,5.0000
53.60,0.0,0.3137,0.4803,0.4739,-1.0978,-4.1500,9.9432,5.0000
54.00,0.0,0.3251,0.4622,0.5471,11.1397,-4.1500,12.2375,5.0000
54.40,0.0,0.3397,0.4440,0.6313,25.0692,-4.1500,13.9295,5.0000
54.80,0.0,0.3576,0.4264,0.7200,38.4497,-4.1500,13.3805,5.0000
55.20,0.0,0.3785,0.4093,0.8023,47.5613,-4.1500,9.1115,5.0000
55.60,0.0,0.4011,0.3930,0.8676,50.5775,-4.1500,3.0163,5.0000
56.00,0.0,0.4235,0.3773,0.9129,50.4622,-4.1500,-0.1153,5.0000
56.40,0.0,0.4449,0.3622,0.9427,50.0727,-4.1500,-0.3894,5.0000
56.80,0.0,0.4655,0.3477,0.9622,49.4043,-4.1500,-0.6685,5.0000
57.20,0.0,0.4851,0.3338,0.9749,48.5724,-4.1500,-0.8319,5.0000
57.60,0.0,0.5037,0.3205,0.9833,47.5678,-4.1500,-1.0046,5.0000
58.00,0.0,0.5214,0.3077,0.9888,46.4225,-4.1500,-1.1453,5.0000
58.40,0.0,0.5383,0.2954,0.9924,45.1377,-4.1500,-1.2848,5.0000
58.80,0.0,0.5542,0.2836,0.9948,43.7292,-4.1500,-1.4085,5.0000
59.20,0.0,0.5693,0.2723,0.9964,42.2046,-4.1500,-1.5246,5.0000
59.60,0.0,0.5835,0.2614,0.9975,40.5760,-4.1500,-1.6285,5.0000
60.00,0.0,0.5969,0.2510,0.9982,38.8540,-4.1500,-1.7221,5.0000
60.40,0.0,0.6096,0.2409,0.9987,37.0500,-4.1500,-1.8040,5.0000
60.80,0.0,0.6215,0.2313,0.9990,35.1752,-4.1500,-1.8748,5.0000
61.20,0.0,0.6327,0.2221,0.9992,33.2407,-4.1500,-1.9344,5.0000
61.60,0.0,0.6432,0.2133,0.9993,31.2575,-4.1500,-1.9832,5.0000
62.00,0.0,0.6531,0.2048,0.9994,29.2358,-4.1500,-2.0217,5.0000
62.40,0.0,0.6623,0.1966,0.9995,27.1855,-4.1500,-2.0503,5.0000
62.80,0.0,0.6709,0.1888,0.9995,25.1158,-4.1500,-2.0697,5.0000
63.20,0.0,0.6790,0.1813,0.9994,23.0351,-4.1500,-2.0807,5.0000
63.60,0.0,0.6866,0.1741,0.9994,20.9512,-4.1500,-2.0839,5.0000
64.00,0.0,0.6936,0.1673,0.9993,18.8712,-4.1500,-2.0800,5.0000
64.40,0.0,0.7001,0.1607,0.9992,16.8014,-4.1500,-2.0699,5.0000
64.80,0.0,0.7062,0.1544,0.9990,14.7473,-4.1500,-2.0541,5.0000
65.20,0.0,0.7119,0.1483,0.9989,12.7139,-4.1500,-2.0333,5.0000
65.60,0.0,0.7171,0.1425,0.9986,10.7057,-4.1500,-2.0082,5.0000
66.00,0.0,0.7220,0.1370,0.9984,8.7264,-4.1500,-1.9793,5.0000
66.40,0.0,0.7264,0.1317,0.9981,6.7792,-4.1500,-1.9472,5.0000
66.80,0.0,0.7306,0.1266,0.9977,4.8670,-4.1500,-1.9122,5.0000
67.20,0.0,0.7343,0.1218,0.9972,2.9921,-4.1500,-1.8748,5.0000
67.60,0.0,0.7378,0.1172,0.9967,1.1567,-4.1500,-1.8354,5.0000
68.00,0.0,0.7410,0.1129,0.9961,-0.6377,-4.1500,-1.7944,5.0000
68.40,0.0,0.7439,0.1087,0.9953,-2.3895,-4.1500,-1.7519,5.0000
68.80,0.0,0.7465,0.1047,0.9945,-4.0978,-4.1500,-1.7083,5.0000
69.20,0.0,0.7489,0.1010,0.9935,-5.7616,-4.1500,-1.6638,5.0000
69.60,0.0,0.7510,0.0975,0.9923,-7.3802,-4.1500,-1.6186,5.0000
70.00,0.0,0.7529,0.0941,0.9910,-8.9533,-4.1500,-1.5731,5.0000
70.40,0.0,0.7545,0.0909,0.9895,-10.4806,-4.1500,-1.5273,5.0000
70.80,0.0,0.7560,0.0880,0.9878,-11.9622,-4.1500,-1.4816,5.0000
71.20,0.0,0.7573,0.0852,0.9858,-13.3984,-4.1500,-1.4361,5.0000
71.60,0.0,0.7584,0.0826,0.9836,-14.7895,-4.1500,-1.3912,5.0000
72.00,0.0,0.7593,0.0801,0.9811,-16.1365,-4.1500,-1.3470,5.0000
72.40,0.0,0.7600,0.0779,0.9783,-17.4403,-4.1500,-1.3038,5.0000
72.80,0.0,0.7606,0.0757,0.9752,-18.7021,-4.1500,-1.2618,5.0000
73.20,0.0,0.7611,0.0738,0.9717,-19.9234,-4.1500,-1.2214,5.0000
73.60,0.0,0.7614,0.0720,0.9679,-21.1062,-4.1500,-1.1827,5.0000
74.00,0.0,0.7615,0.0703,0.9637,-22.2523,-4.1500,-1.1461,5.0000
74.40,0.0,0.7616,0.0688,0.9590,-23.3640,-4.1500,-1.1117,5.0000
74.80,0.0,0.7615,0.0674,0.9539,-24.4439,-4.1500,-1.0799,5.0000
75.20,0.0,0.7613,0.0661,0.9484,-25.4946,-4.1500,-1.0507,5.0000
75.60,0.0,0.7610,0.0649,0.9423,-26.5189,-4.1500,-1.0243,5.0000
76.00,0.0,0.7606,0.0639,0.9358,-27.5200,-4.1500,-1.0011,5.0000
76.40,0.0,0.7601,0.0630,0.9287,-28.5011,-4.1500,-0.9811,5.0000
76.80,0.0,0.7595,0.0622,0.9210,-29.4656,-4.1500,-0.9645,5.0000
77.20,0.0,0.7588,0.0615,0.9127,-30.4172,-4.1500,-0.9516,5.0000
77.60,0.0,0.7580,0.0609,0.9038,-31.3597,-4.1500,-0.9425,5.0000
78.00,0.0,0.7571,0.0604,0.8942,-32.2973,-4.1500,-0.9375,5.0000
78.40,0.0,0.7562,0.0600,0.8839,-33.2342,-4.1500,-0.9369,5.0000
78.80,0.0,0.7551,0.0596,0.8729,-34.1752,-4.1500,-0.9410,5.0000
79.20,0.0,0.7540,0.0594,0.8610,-35.1253,-4.1500,-0.9501,5.0000
79.60,0.0,0.7528,0.0593,0.8482,-36.0900,-4.1500,-0.9647,5.0000
80.00,0.0,0.7515,0.0592,0.8344,-37.0754,-4.1500,-0.9854,5.0000
80.40,0.0,0.7501,0.0593,0.8196,-38.0881,-4.1500,-1.0127,5.0000
80.80,0.0,0.7486,0.0595,0.8035,-39.1355,-4.1500,-1.0474,5.0000
81.20,0.0,0.7471,0.0597,0.7862,-40.2258,-4.1500,-1.0902,5.0000
81.60,0.0,0.7454,0.0600,0.7674,-41.3679,-4.1500,-1.1422,5.0000
82.00,0.0,0.7437,0.0605,0.7470,-42.5721,-4.1500,-1.2042,5.0000
82.40,0.0,0.7419,0.0611,0.7247,-43.8493,-4.1500,-1.2772,5.0000
82.80,0.0,0.7399,0.0617,0.7002,-45.2114,-4.1500,-1.3621,5.0000
83.20,0.0,0.7379,0.0626,0.6734,-46.6709,-4.1500,-1.4595,5.0000
83.60,0.0,0.7357,0.0635,0.6437,-48.2401,-4.1500,-1.5692,5.0000
84.00,0.0,0.7334,0.0646,0.6109,-49.9303,-4.1500,-1.6902,5.0000
84.40,0.0,0.7310,0.0659,0.5744,-51.7495,-4.1500,-1.8192,5.0000
84.80,0.0,0.7285,0.0673,0.5339,-53.6993,-4.1500,-1.9499,5.0000
85.20,0.0,0.7258,0.0690,0.4890,-55.7708,-4.1500,-2.0714,0.0000
85.60,0.0,0.7230,0.0709,0.4396,-57.9380,-4.1500,-2.1672,0.0000
86.00,0.0,0.7200,0.0731,0.3858,-60.1521,-4.1500,-2.2141,0.0000
86.40,0.0,0.7169,0.0756,0.3288,-62.3373,-4.1500,-2.1853,0.0000
86.80,0.0,0.7136,0.0784,0.2703,-64.3948,-4.1500,-2.0575,0.0000
87.20,0.0,0.7102,0.0815,0.2133,-66.2187,-4.1500,-1.8239,0.0000
87.60,0.0,0.7067,0.0849,0.1613,-67.7253,-4.1500,-1.5066,0.0000
88.00,0.0,0.7031,0.0886,0.1174,-68.8808,-4.1500,-1.1555,0.0000
88.40,0.0,0.6995,0.0925,0.0830,-69.7090,-4.1500,-0.8282,0.0000
88.80,0.0,0.6958,0.0966,0.0579,-70.2718,-4.1500,-0.5628,0.0000
89.20,0.0,0.6921,0.1008,0.0406,-70.6408,-4.1500,-0.3690,0.0000
89.60,0.0,0.6884,0.1050,0.0292,-70.8774,-4.1500,-0.2366,0.0000
90.00,0.0,0.6847,0.1092,0.0219,-71.0267,-4.1500,-0.1493,0.0000
90.40,0.0,0.6811,0.1135,0.0173,-71.1192,-4.1500,-0.0924,0.0000
90.80,0.0,0.6774,0.1177,0.0144,-71.1747,-4.1500,-0.0555,0.0000
91.20,0.0,0.6738,0.1220,0.0126,-71.2061,-4.1500,-0.0314,0.0000
91.60,0.0,0.6702,0.1262,0.0115,-71.2217,-4.1500,-0.0156,0.0000
92.00,0.0,0.6666,0.1304,0.0109,-71.2267,-4.1500,-0.0050,0.0000
92.40,0.0,0.6630,0.1346,0.0105,-71.2246,-4.1500,0.0021,0.0000
92.80,0.0,0.6595,0.1388,0.0103,-71.2176,-4.1500,0.0070,0.0000
93.20,0.0,0.6560,0.1429,0.0101,-71.2072,-4.1500,0.0104,0.0000
93.60,0.0,0.6525,0.1470,0.0100,-71.1944,-4.1500,0.0128,0.0000
94.00,0.0,0.6490,0.1511,0.0100,-71.1798,-4.1500,0.0146,0.0000
94.40,0.0,0.6456,0.1552,0.0100,-71.1640,-4.1500,0.0159,0.0000
94.80,0.0,0.6422,0.1592,0.0100,-71.1471,-4.1500,0.0169,0.0000
95.20,0.0,0.6388,0.1632,0.0100,-71.1294,-4.1500,0.0177,0.0000
95.60,0.0,0.6354,0.1672,0.0100,-71.1111,-4.1500,0.0183,0.0000
96.00,0.0,0.6320,0.1711,0.0100,-71.0922,-4.1500,0.0189,0.0000
96.40,0.0,0.6287,0.1751,0.0101,-71.0728,-4.1500,0.0194,0.0000
96.80,0.0,0.6254,0.1790,0.0101,-71.0530,-4.1500,0.0198,0.0000
97.20,0.0,0.6221,0.1829,0.0101,-71.0328,-4.1500,0.0202,0.0000
97.60,0.0,0.6189,0.1867,0.0102,-71.0122,-4.1500,0.0206,0.0000
98.00,0.0,0.6157,0.1905,0.0102,-70.9912,-4.1500,0.0210,0.0000
98.40,0.0,0.6124,0.1943,0.0102,-70.9699,-4.1500,0.0213,0.0000
98.80,0.0,0.6093,0.1981,0.0103,-70.9482,-4.1500,0.0217,0.0000
99.20,0.0,0.6061,0.2019,0.0103,-70.9262,-4.1500,0.0220,0.0000
99.60,0.0,0.6029,0.2056,0.0103,-70.9039,-4.1500,0.0223,0.0000
100.00,0.0,0.5998,0.2093,0.0104,-70.8812,-4.1500,0.0227,0.0000
100.40,0.0,0.5967,0.2130,0.0104,-70.8582,-4.1500,0.0230,0.0000
100.80,0.0,0.5936,0.2166,0.0104,-70.8348,-4.1500,0.0234,0.0000
101.20,0.0,0.5906,0.2202,0.0105,-70.8111,-4.1500,0.0237,0.0000
101.60,0.0,0.5876,0.2238,0.0105,-70.7871,-4.1500,0.0240,0.0000
102.00,0.0,0.5845,0.2274,0.0105,-70.7627,-4.1500,0.0244,0.0000
102.40,0.0,0.5816,0.2310,0.0106,-70.7380,-4.1500,0.0247,0.0000
102.80,0.0,0.5786,0.2345,0.0106,-70.7129,-4.1500,0.0251,0.0000
103.20,0.0,0.5756,0.2380,0.0107,-70.6875,-4.1500,0.0254,0.0000
103.60,0.0,0.5727,0.2415,0.0107,-70.6618,-4.1500,0.0257,0.0000
104.00,0.0,0.5698,0.2450,0.0107,-70.6357,-4.1500,0.0261,0.0000
104.40,0.0,0.5669,0.2484,0.0108,-70.6093,-4.1500,0.0264,0.0000
104.80,0.0,0.5640,0.2518,0.0108,-70.5825,-4.1500,0.0268,0.0000
105.20,0.0,0.5612,0.2552,0.0109,-70.5554,-4.1500,0.0271,0.0000
105.60,0.0,0.5584,0.2585,0.0109,-70.5279,-4.1500,0.0275,0.0000
106.00,0.0,0.5556,0.2619,0.0110,-70.5001,-4.1500,0.0278,0.0000
106.40,0.0,0.5528,0.2652,0.0110,-70.4719,-4.1500,0.0282,0.0000
106.80,0.0,0.5500,0.2685,0.0110,-70.4434,-4.1500,0.0285,0.0000
107.20,0.0,0.5473,0.2718,0.0111,-70.4145,-4.1500,0.0289,0.0000
107.60,0.0,0.5446,0.2750,0.0111,-70.3852,-4.1500,0.0292,0.0000
108.00,0.0,0.5419,0.2782,0.0112,-70.3556,-4.1500,0.0296,0.0000
108.40,0.0,0.5392,0.2814,0.0112,-70.3257,-4.1500,0.0300,0.0000
108.80,0.0,0.5365,0.2846,0.0113,-70.2954,-4.1500,0.0303,0.0000
109.20,0.0,0.5339,0.2877,0.0113,-70.2647,-4.1500,0.0307,0.0000
109.60,0.0,0.5312,0.2909,0.0114,-70.2337,-4.1500,0.0310,0.0000
110.00,0.0,0.5286,0.2940,0.0115,-70.2023,-4.1500,0.0314,0.0000
110.40,0.0,0.5260,0.2971,0.0115,-70.1705,-4.1500,0.0317,0.0000
110.80,0.0,0.5235,0.3001,0.0116,-70.1384,-4.1500,0.0321,0.0000
111.20,0.0,0.5209,0.3032,0.0116,-70.1060,-4.1500,0.0325,0.0000
111.60,0.0,0.5184,0.3062,0.0117,-70.0731,-4.1500,0.0328,0.0000
112.00,0.0,0.5159,0.3092,0.0117,-70.0400,-4.1500,0.0332,0.0000
112.40,0.0,0.5134,0.3122,0.0118,-70.0064,-4.1500,0.0335,0.0000
112.80,0.0,0.5109,0.3151,0.0118,-69.9725,-4.1500,0.0339,0.0000
113.20,0.0,0.5085,0.3180,0.0119,-69.9383,-4.1500,0.0343,0.0000
113.60,0.0,0.5060,0.3209,0.0120,-69.9036,-4.1500,0.0346,0.0000
114.00,0.0,0.5036,0.3238,0.0120,-69.8687,-4.1500,0.0350,0.0000
114.40,0.0,0.5012,0.3267,0.0121,-69.8333,-4.1500,0.0353,0.0000
114.80,0.0,0.4988,0.3295,0.0122,-69.7976,-4.1500,0.0357,0.0000
115.20,0.0,0.4965,0.3324,0.0122,-69.7616,-4.1500,0.0360,0.0000
115.60,0.0,0.4941,0.3352,0.0123,-69.7252,-4.1500,0.0364,0.0000
116.00,0.0,0.4918,0.3379,0.0124,-69.6884,-4.1500,0.0368,0.0000
116.40,0.0,0.4895,0.3407,0.0124,-69.6513,-4.1500,0.0371,0.0000
116.80,0.0,0.4872,0.3434,0.0125,-69.6139,-4.1500,0.0375,0.0000
117.20,0.0,0.4849,0.3462,0.0126,-69.5761,-4.1500,0.0378,0.0000
117.60,0.0,0.4826,0.3489,0.0126,-69.5379,-4.1500,0.0382,0.0000
118.00,0.0,0.4804,0.3515,0.0127,-69.4994,-4.1500,0.0385,0.0000
118.40,0.0,0.4782,0.3542,0.0128,-69.4606,-4.1500,0.0389,0.0000
118.80,0.0,0.4760,0.3568,0.0129,-69.4214,-4.1500,0.0392,0.0000
119.20,0.0,0.4738,0.3594,0.0129,-69.3818,-4.1500,0.0395,0.0000
119.60,0.0,0.4716,0.3620,0.0130,-69.3419,-4.1500,0.0399,0.0000
120.00,0.0,0.4695,0.3646,0.0131,-69.3017,-4.1500,0.0402,0.0000
120.40,0.0,0.4673,0.3671,0.0132,-69.2612,-4.1500,0.0406,0.0000
120.80,0.0,0.4652,0.3697,0.0132,-69.2203,-4.1500,0.0409,0.0000
121.20,0.0,0.4631,0.3722,0.0133,-69.1791,-4.1500,0.0412,0.0000
121.60,0.0,0.4610,0.3747,0.0134,-69.1375,-4.1500,0.0415,0.0000
122.00,0.0,0.4589,0.3771,0.0135,-69.0957,-4.1500,0.0419,0.0000
122.40,0.0,0.4569,0.3796,0.0136,-69.0535,-4.1500,0.0422,0.0000
122.80,0.0,0.4548,0.3820,0.0137,-69.0109,-4.1500,0.0425,0.0000
